35.5,978,308,1101,8,0.01,20,0.80,0.005,0.005,253,0.005,18,123,7,3
28.7,498,339,1750,7,0.01,21,1.15,0.010,0.005,144,0.005,45,67,7,3
37.9,1467,246,214,10,0.02,21,1.17,0.040,0.005,93,0.005,36,133,9,3
18.6,612,390,735,3,0.01,29,0.93,0.005,0.005,93,0.005,20,67,11,3
14.6,511,606,1953,3,0.02,42,2.24,0.005,0.005,71,0.005,28,77,9,7
31.4,553,754,2596,13,0.02,110,4.82,0.010,0.005,137,0.005,42,112,9,22
58.6,497,1288,1724,15,0.01,123,4.11,0.005,0.005,176,0.005,44,111,9,3
59.3,1417,911,754,10,0.01,378,2.76,0.020,0.005,92,0.005,98,116,7,3
70.5,297,1360,3334,9,0.01,41,1.56,0.005,0.005,82,0.005,34,89,7,3
12.7,980,626,1891,3,0.04,120,4.63,0.120,0.010,88,0.020,88,138,14,3
14.4,17300,516,582,17,0.06,194,8.26,0.750,0.005,46,0.140,549,280,40,6
24.2,985,559,303,28,0.03,212,7.74,0.770,0.005,77,0.110,400,202,36,7
14.3,340,46,356,20,0.06,56,2.51,1.690,0.005,33,0.320,450,105,49,3
7.2,332,87,312,23,0.16,99,3.11,1.410,0.010,19,0.710,536,66,28,5
5.0,243,39,665,8,0.05,70,1.65,1.470,0.005,24,0.520,431,76,27,5
5.5,636,38,492,13,0.17,116,2.64,0.700,0.005,17,0.580,207,72,45,3
5.6,300,36,403,8,0.11,135,2.44,1.340,0.005,26,0.820,137,30,39,3
4.3,195,16,206,15,0.02,1481,2.12,1.510,0.005,17,0.810,217,43,43,6
4.7,258,10,277,13,0.15,785,4.95,1.100,0.005,65,0.710,185,63,57,3
6.6,448,10,294,41,0.20,1552,5.22,1.040,0.010,27,0.860,262,44,64,3
1.9,212,16,453,22,0.14,753,5.22,1.250,0.005,43,0.740,402,127,87,12
1.3,195,13,401,18,0.10,520,5.67,1.480,0.005,26,0.590,252,110,65,13
1.6,313,16,257,31,0.13,660,5.78,1.110,0.005,16,0.780,347,100,60,9
4.7,1058,13,151,90,0.17,3020,5.60,1.260,0.005,29,0.890,839,189,62,3
29.0,464,1095,501,59,0.04,16,0.55,1.510,0.005,44,0.230,1204,275,36,3
93.8,586,2309,321,51,0.01,34,0.64,0.870,0.005,59,0.160,820,318,32,3
102.1,560,2434,43,53,0.01,18,0.58,0.040,0.005,72,0.020,315,371,21,7
70.7,509,1560,38,38,0.02,308,1.53,0.040,0.005,279,0.020,242,375,13,7
120.6,4051,1509,57,87,0.01,72,1.56,0.050,0.005,138,0.020,424,643,8,3
139.2,6232,2723,51,95,0.01,60,1.25,0.060,0.005,95,0.020,432,803,7,3
46.9,339,748,372,22,0.02,28,1.18,0.840,0.005,79,0.120,703,298,24,3
10.8,145,191,379,11,0.01,8,0.76,1.670,0.005,45,0.300,864,117,47,3
16.2,156,627,207,15,0.02,23,1.17,0.480,0.005,92,0.150,329,160,27,3
5.9,122,95,368,18,0.01,7,0.77,1.810,0.005,28,0.540,782,135,78,3
37.0,206,1547,280,79,0.01,60,1.10,0.920,0.005,64,0.270,825,353,59,3
30.9,246,1318,266,39,0.03,56,0.92,1.360,0.005,32,0.290,653,340,77,8
136.4,14700,5844,35,78,0.03,625,2.52,0.040,0.005,99,0.020,132,1043,13,6
69.3,6377,3243,26,114,0.03,826,2.40,0.030,0.005,119,0.020,82,529,10,3
31.3,2910,1705,23,27,0.01,148,1.23,0.020,0.005,125,0.020,59,267,11,6
50.4,3339,2126,35,71,0.02,1204,2.65,0.030,0.005,133,0.030,63,377,12,3
75.9,11400,1587,34,151,0.01,647,1.87,0.030,0.005,151,0.030,149,809,12,3
53.7,10600,1727,43,40,0.02,88,1.44,0.040,0.005,92,0.020,203,841,12,5
34.2,2221,668,37,36,0.01,40,1.25,0.060,0.005,95,0.005,547,645,7,3
31.5,1291,330,20,32,0.02,25,0.76,0.020,0.005,108,0.020,128,348,4,5
41.6,849,917,500,29,0.02,21,0.91,1.000,0.005,47,0.250,1243,331,33,33
13.1,310,210,279,15,0.03,5,0.64,2.150,0.005,10,0.440,959,108,53,3
15.0,176,163,370,10,0.02,8,0.50,0.900,0.005,44,0.220,542,169,38,3
12.6,119,96,484,7,0.04,3,0.58,1.910,0.005,23,0.420,1230,100,76,3
6.6,110,130,558,14,0.08,11,0.73,2.010,0.005,13,0.470,1150,120,64,3
8.3,114,78,411,16,0.02,9,0.64,1.610,0.005,36,0.400,1147,147,52,7
10.8,126,249,472,31,0.01,14,0.50,1.280,0.005,40,0.220,985,229,35,3
21.6,163,336,396,112,0.01,13,0.49,1.080,0.005,37,0.170,1048,550,32,3
15.9,1482,599,365,61,0.01,33,0.68,1.410,0.005,22,0.290,1220,302,46,3
9.6,9694,419,236,35,0.13,55,1.53,2.620,0.005,10,0.380,1340,497,104,3
8.3,5186,139,331,24,0.13,54,1.30,2.220,0.005,10,0.450,1160,289,109,5
6.1,1501,91,398,12,0.02,45,0.56,2.160,0.005,20,0.610,867,210,86,9
5.5,219,66,527,10,0.01,26,0.73,2.000,0.005,17,0.530,658,80,85,3
4.5,146,45,246,12,0.01,17,0.99,1.970,0.005,13,0.380,630,66,82,6
2.5,248,33,430,7,0.01,91,2.98,2.060,0.005,9,0.440,601,75,126,3
6.2,207,56,299,16,0.02,74,1.65,2.470,0.005,9,0.400,884,202,132,3
4.8,169,35,36,7,0.01,82,3.45,1.900,0.005,15,0.340,346,133,97,5
10.5,387,56,240,28,0.03,178,6.89,1.380,0.005,20,0.300,436,255,111,5
27.2,125,561,266,65,0.02,69,0.78,1.950,0.005,18,0.730,964,392,52,10
25.4,195,211,263,59,0.01,76,1.46,2.160,0.005,11,0.570,910,172,76,9
33.5,67,296,248,82,0.01,24,0.48,2.020,0.005,12,0.620,1214,220,48,3
37.8,115,77,270,42,0.01,119,2.26,1.930,0.005,10,0.700,1374,203,56,3
15.3,238,159,229,70,0.01,28,1.35,1.610,0.005,21,0.540,1312,293,35,3
19.7,463,661,214,146,0.01,61,3.88,1.390,0.005,9,0.600,1602,648,41,3
24.1,114,219,386,132,0.05,23,0.93,1.630,0.005,32,0.570,1210,790,81,3
25.3,487,141,260,98,0.09,57,2.71,1.950,0.005,17,0.410,1386,470,116,3
31.5,4609,461,238,41,0.08,55,2.36,2.010,0.005,38,0.420,1884,395,92,3
70.0,4387,1345,554,48,0.02,91,6.02,0.670,0.005,71,0.070,1428,552,33,6
1.9,2959,23,311,8,0.08,29,2.84,2.030,0.005,15,0.690,1340,788,86,12
4.1,710,18,552,11,0.03,17,0.81,2.690,0.005,8,0.560,451,108,105,20
1.4,1046,13,301,5,0.03,31,2.29,1.320,0.010,29,0.230,339,176,92,10
0.2,1588,13,319,3,0.07,48,4.53,1.360,0.310,145,0.030,261,132,114,13
0.2,623,18,1646,3,0.06,30,3.58,2.700,0.370,100,0.130,266,19,106,10
0.2,439,13,1040,3,0.05,43,3.53,2.250,0.290,85,0.210,163,14,102,131
0.2,298,13,420,3,0.10,55,3.72,2.730,0.440,1113,0.320,28,3,90,179
0.2,373,12,270,3,0.11,36,3.55,3.050,0.370,335,0.510,91,6,92,243
0.2,184,10,248,3,0.53,40,3.85,2.670,0.750,1008,1.440,9,3,90,158
0.2,240,13,276,3,0.93,44,4.02,2.600,0.830,2297,1.580,8,3,94,124
0.2,94,10,347,3,1.02,32,3.87,2.610,0.910,1900,1.790,3,3,92,124
0.2,242,10,231,3,0.49,37,3.82,2.880,0.690,1247,0.860,3,3,96,163
0.2,123,10,542,3,1.08,41,5.44,3.190,0.950,3502,1.360,7,3,96,224
0.2,165,11,606,3,0.77,38,5.18,2.980,1.020,4231,1.180,6,6,97,212
0.2,82,15,730,3,0.86,46,4.43,2.970,1.060,2663,1.070,14,3,97,179
0.2,191,15,175,3,0.15,21,1.97,0.570,0.110,533,0.150,120,59,136,32
0.2,227,15,64,3,0.08,13,1.58,0.090,0.020,97,0.050,123,67,149,35
1.3,317,11,47,3,0.01,9,3.08,0.120,0.005,26,0.030,674,69,120,12
0.2,541,12,195,3,0.19,42,5.07,2.060,0.800,346,0.080,105,38,97,267
0.2,740,10,233,3,0.54,34,4.77,2.350,0.700,1063,0.100,22,25,85,199
0.2,469,23,346,3,1.81,36,5.01,2.310,1.180,1736,0.550,9,19,112,110
45.5,188,140,4490,33,0.01,26,1.44,0.010,0.020,158,0.005,530,360,17,9
66.3,214,162,3185,50,0.01,21,0.88,0.020,0.005,95,0.005,935,374,18,10
37.9,165,136,1100,25,0.01,18,1.08,0.005,0.005,152,0.005,405,303,13,3
45.9,159,215,1911,15,0.02,13,0.69,0.005,0.005,106,0.005,233,235,26,14
31.5,127,245,1406,16,0.01,11,0.53,0.005,0.005,83,0.005,248,121,10,3
23.7,162,242,406,20,0.01,17,0.64,0.005,0.005,113,0.005,201,235,10,5
41.2,264,141,6738,29,0.01,15,0.58,0.005,0.005,128,0.005,759,183,3,3
53.2,509,198,876,32,0.02,27,0.80,0.010,0.005,126,0.005,978,366,6,3
19.8,153,126,879,9,0.02,14,0.50,0.005,0.005,97,0.005,196,178,9,3
43.3,260,276,2251,30,0.03,42,0.58,0.010,0.005,85,0.005,452,240,10,3
82.2,244,568,2360,41,0.01,24,1.08,0.005,0.005,119,0.005,1265,335,11,3
64.0,155,699,1224,25,0.01,18,0.62,0.005,0.005,90,0.005,625,173,11,10
61.2,220,739,1503,36,0.01,18,0.68,0.005,0.005,113,0.005,704,264,11,6
72.0,303,481,3269,33,0.01,30,1.29,0.005,0.005,89,0.005,769,430,15,3
108.4,339,501,1227,48,0.01,42,1.72,0.005,0.005,69,0.005,1390,297,8,6
98.0,571,420,1010,255,0.01,92,2.28,0.010,0.005,107,0.005,2258,900,7,3
46.2,338,329,2285,28,0.01,109,1.17,0.005,0.005,136,0.005,908,341,8,3
75.0,299,993,3067,42,0.01,127,1.06,0.030,0.005,165,0.005,603,363,13,3
43.5,206,188,313,17,0.01,53,0.64,0.005,0.005,115,0.005,167,159,7,3
70.7,385,697,6223,56,0.02,32,1.34,0.010,0.005,148,0.005,1155,330,8,3
77.6,604,903,5452,62,0.01,44,1.91,0.010,0.005,73,0.005,881,542,19,6
124.2,446,508,2493,30,0.01,90,2.25,0.010,0.005,165,0.005,463,471,24,3
57.9,930,876,165,129,0.01,52,5.71,0.005,0.005,98,0.005,1386,592,39,3
128.6,1019,460,81,88,0.01,83,9.86,0.020,0.005,77,0.005,1455,460,54,3
58.7,1104,27,224,46,0.01,34,6.49,2.010,0.005,24,0.170,2974,217,108,3
55.4,2500,17,218,14,0.01,12,2.65,1.820,0.005,64,0.220,3350,333,73,3
14.5,4236,17,1281,46,0.06,29,4.66,0.830,0.060,92,0.020,2165,513,45,26
0.8,263,14,333,3,0.16,237,3.38,3.450,0.430,590,0.480,304,20,97,295
0.2,91,15,644,3,2.32,29,3.81,2.510,0.940,2081,2.120,19,3,92,138
23.9,816,301,1620,1606,0.05,35,2.44,0.160,0.005,68,0.010,1770,7486,16,10
6.6,246,28,254,6,0.18,12,1.39,1.560,0.005,36,0.700,1377,250,100,3
40.6,315,64,1172,35,0.06,21,2.41,0.170,0.005,76,0.050,467,357,20,3
21.5,201,18,2660,3,0.01,17,1.73,0.040,0.005,66,0.005,368,332,14,3
20.5,521,23,258,13,0.13,17,2.43,1.090,0.010,34,0.090,2181,505,69,3
19.5,332,25,229,10,0.01,13,1.81,2.300,0.005,14,0.130,1955,249,116,5
15.6,255,31,278,11,0.02,7,1.08,3.110,0.005,14,0.170,1891,253,159,3
14.7,296,49,218,3,0.01,9,1.56,2.370,0.005,20,0.120,2330,231,93,3
22.5,448,30,132,13,0.01,11,2.32,2.240,0.005,29,0.140,2139,309,100,7
19.8,185,13,149,3,0.05,10,2.24,2.420,0.010,30,0.180,1725,140,121,10
12.3,125,12,128,3,0.03,8,1.89,3.170,0.005,15,0.160,1717,147,147,7
22.6,177,28,188,3,0.01,9,1.04,2.070,0.005,28,0.160,1641,205,77,3
71.0,295,70,417,35,0.02,16,1.98,0.490,0.005,63,0.040,800,598,24,3
96.9,813,97,3158,36,0.01,23,2.93,0.040,0.005,57,0.005,1503,580,11,3
55.3,611,73,480,15,0.05,21,2.08,0.440,0.005,120,0.020,1316,423,26,3
66.0,1192,71,4343,23,0.05,19,3.10,0.040,0.005,87,0.005,2056,454,10,3
54.5,736,67,5810,14,0.01,21,2.45,0.010,0.005,105,0.005,995,540,11,3
35.6,262,49,3501,25,0.01,22,1.21,0.005,0.005,115,0.005,408,311,5,3
28.3,381,49,3959,23,0.05,43,1.11,0.010,0.005,109,0.005,860,258,5,3
20.8,350,50,5291,16,0.04,15,0.72,0.005,0.005,79,0.010,377,212,5,3
31.0,213,52,3847,14,0.06,20,0.96,0.005,0.005,117,0.005,126,197,11,3
48.9,275,47,3058,20,0.01,28,1.54,0.005,0.005,92,0.005,778,293,7,3
40.7,803,26,4157,16,0.01,14,0.80,0.005,0.005,100,0.005,120,204,8,5
26.2,1694,13,134,36,0.03,20,4.21,1.900,0.005,74,0.120,3976,727,131,8
29.3,908,11,165,59,0.03,7,1.78,4.210,0.005,10,0.190,4543,665,243,11
21.2,665,8,228,60,0.07,11,1.54,4.110,0.005,9,0.210,3915,601,244,13
33.6,776,15,235,40,0.03,6,1.27,3.230,0.005,15,0.160,3505,487,135,12
148.4,281,11,259,19,0.01,10,1.41,2.270,0.005,24,0.130,978,339,67,3
61.9,226,15,195,12,0.02,9,1.05,2.280,0.005,22,0.380,3738,346,86,3
52.3,252,16,293,16,0.07,9,1.09,1.730,0.010,37,0.410,1435,263,55,3
64.4,257,13,382,19,0.08,16,1.45,0.440,0.010,54,0.150,747,389,17,7
34.8,551,62,660,30,0.09,47,5.23,0.880,0.050,53,0.130,1551,266,52,8
5.0,522,8,706,3,0.08,62,6.42,2.430,0.640,139,0.030,1526,89,97,55
5.0,499,10,2813,3,0.05,40,3.88,4.000,0.640,210,0.140,571,47,117,16
1.9,167,8,1051,3,0.05,63,4.77,3.910,0.600,272,0.360,142,16,117,175
0.2,81,8,1053,3,0.58,91,4.77,3.360,0.830,2997,1.320,10,13,115,332
0.2,612,7,256,3,0.06,300,3.54,3.880,0.470,150,0.330,156,30,105,255
4.2,735,7,276,18,0.03,136,4.32,2.240,0.230,35,0.030,438,115,68,135
7.0,531,8,605,24,0.07,76,4.54,0.530,0.020,40,0.030,319,466,51,27
33.3,416,7,1272,108,0.04,30,2.11,0.230,0.010,30,0.010,613,485,96,15
9.9,526,10,214,25,0.02,143,4.95,0.610,0.005,26,0.040,542,357,125,16
29.5,1068,13,381,47,0.03,56,4.91,1.100,0.005,16,0.050,2140,290,102,22
27.2,1430,8,764,34,0.06,67,6.05,0.820,0.070,38,0.030,2138,574,129,53
2.8,733,5,1416,3,0.04,74,5.88,2.990,0.500,179,0.030,798,85,149,83
34.9,1273,23,532,18,0.02,9,0.94,1.340,0.005,39,0.420,1665,694,86,8
105.8,1551,17,5786,52,0.02,15,1.66,0.020,0.005,165,0.010,210,801,18,5
57.8,1578,16,1558,16,0.01,12,1.61,0.030,0.005,94,0.005,106,336,15,7
85.5,657,18,2123,18,0.01,32,2.37,0.005,0.005,274,0.020,77,311,17,11
81.4,268,20,1873,8,0.02,11,0.72,0.005,0.005,108,0.010,51,297,14,6
58.6,279,14,1510,76,0.01,18,1.28,0.005,0.005,199,0.005,137,1198,15,3
72.2,1722,15,3184,216,0.01,19,1.27,0.030,0.005,106,0.060,3242,3975,19,6
69.2,617,18,2134,21,0.02,18,1.64,0.005,0.005,122,0.060,289,716,20,10
115.6,795,16,3116,23,0.01,22,1.93,0.005,0.005,118,0.060,216,741,14,9
364.2,1750,19,6239,2647,0.03,129,4.10,0.005,0.005,100,0.010,4262,30400,7,14
789.1,3112,15,5453,4598,0.06,92,3.71,0.005,0.005,43,0.005,5459,28900,8,11
668.0,5206,152,1570,4376,0.13,34,4.05,0.100,0.005,24,0.060,7272,46800,16,3
342.5,7265,17,244,4872,0.12,20,6.40,1.900,0.005,11,0.110,19600,68400,122,5
244.3,3633,22,351,1826,0.18,55,3.34,1.970,0.005,17,0.005,21800,32600,229,3
249.6,6407,25,280,1529,0.06,23,4.84,2.720,0.005,10,0.090,23400,35500,252,6
269.6,4270,17,281,968,0.05,19,3.74,3.980,0.005,9,0.050,15700,31200,264,16
267.5,4581,21,214,2079,0.03,23,4.05,2.870,0.005,7,0.040,17800,33200,154,7
86.5,2727,17,284,323,0.14,27,2.43,2.610,0.005,16,0.070,11400,10200,188,14
51.3,1847,13,316,32,0.01,12,1.60,3.050,0.005,8,0.100,7466,2230,172,10
39.0,2640,11,260,23,0.01,14,2.44,2.790,0.005,10,0.110,8387,1060,166,13
56.9,2268,27,500,84,0.01,8,2.05,3.450,0.005,8,0.090,5360,4919,173,17
58.7,13500,18,234,28,0.02,20,3.35,2.720,0.005,13,0.010,6493,4289,163,28
98.4,7465,17,233,115,0.02,13,1.87,1.630,0.005,19,0.010,2597,3168,72,11
105.7,2853,16,316,229,0.04,11,2.41,1.750,0.005,22,0.240,2313,1871,100,7
34.5,2485,15,774,68,0.04,9,2.12,1.950,0.005,26,0.290,1447,758,98,8
63.2,21000,15,290,428,0.03,15,3.79,2.480,0.010,19,0.320,3551,1797,108,8
76.6,32500,14,251,193,0.04,44,4.82,1.860,0.005,13,0.220,3615,1055,81,6
101.1,5379,13,548,231,0.09,14,1.82,1.690,0.020,22,0.260,1715,1250,87,6
66.6,2654,15,330,166,0.13,14,1.48,2.050,0.005,18,0.130,2021,1782,118,12
85.3,2100,38,363,144,0.07,11,2.54,2.230,0.010,18,0.220,11000,4128,179,7
193.2,1698,38,2682,261,0.04,6,1.15,0.240,0.005,64,0.040,2624,4489,43,9
165.3,1237,56,3919,113,0.01,15,1.64,0.030,0.005,93,0.070,1037,2416,14,10
150.1,952,54,3788,49,0.09,26,1.53,0.060,0.005,106,0.090,2618,1242,18,9
117.1,1610,71,518,79,0.10,12,1.77,1.300,0.005,55,0.160,4837,1177,104,7
50.3,675,78,857,35,0.04,5,1.17,1.640,0.005,28,0.070,2650,399,90,3
34.6,828,37,577,28,0.06,3,0.92,1.890,0.005,20,0.340,1467,227,86,9
64.4,1213,94,662,85,0.06,3,0.92,1.310,0.005,58,0.240,1906,842,63,8
216.2,5472,101,1259,183,0.11,23,4.71,0.550,0.020,55,0.150,7626,2630,46,9
214.8,4703,101,3686,317,0.05,34,6.01,0.170,0.010,58,0.100,4654,2749,25,12
140.4,2787,44,1766,240,0.03,67,2.41,0.060,0.005,94,0.020,2354,2049,9,66
212.9,26300,76,5616,468,0.03,61,9.32,0.090,0.005,57,0.010,5627,3767,27,8
242.7,30200,78,2793,531,0.01,75,14.23,0.290,0.005,49,0.010,11500,4129,28,12
140.2,19100,92,1269,420,0.01,68,17.20,0.270,0.005,57,0.050,5704,2827,54,3
55.9,1446,36,740,60,0.01,34,3.23,0.040,0.005,107,0.005,666,429,10,3
72.9,2041,40,4236,38,0.01,41,3.97,0.060,0.005,238,0.005,1309,612,15,8
88.8,1259,45,1271,53,0.01,29,2.72,0.050,0.005,150,0.080,647,504,12,6
67.7,963,41,3034,84,0.03,26,2.76,0.070,0.005,99,0.030,954,588,11,3
43.2,996,18,520,201,0.06,20,4.12,1.370,0.010,22,0.570,1032,852,45,11
83.6,4151,42,294,220,0.07,47,9.51,1.200,0.010,53,0.290,3609,967,67,14
69.0,4952,60,2526,95,0.02,68,11.32,0.130,0.020,100,0.020,1827,483,32,15
43.7,6796,78,484,104,0.03,97,16.52,0.410,0.005,39,0.070,2767,485,60,17
81.5,5345,71,985,70,0.01,87,16.75,0.360,0.005,58,0.050,2418,642,106,16
69.6,3791,22,308,181,0.04,12,7.53,2.380,0.030,29,0.350,1991,594,124,9
39.4,2837,21,387,290,0.05,18,10.82,2.840,0.005,13,0.270,3265,1234,190,17
46.2,1230,50,437,378,0.07,14,7.29,1.580,0.020,42,0.270,1786,2169,75,7
32.6,1445,27,709,105,0.01,61,2.45,0.150,0.005,103,0.020,1024,614,11,13
9.7,1465,27,578,61,0.01,88,2.65,0.150,0.005,136,0.005,1092,489,12,18
42.4,4467,34,296,106,0.02,64,4.14,0.290,0.005,106,0.010,3411,1166,21,11
83.6,2855,51,623,137,0.01,39,9.94,0.380,0.005,90,0.030,5416,3332,50,15
151.2,14600,37,488,61,0.02,51,5.65,0.640,0.005,102,0.070,5713,1925,35,12
6.4,3294,12,549,18,0.05,223,30.19,0.050,0.005,37,0.040,900,348,51,26
2.2,1559,10,245,8,0.06,120,18.32,0.820,0.160,54,0.120,108,191,72,26
0.2,359,11,392,3,0.13,70,4.24,2.510,0.420,124,0.550,28,26,83,33
0.2,327,24,596,3,0.66,61,4.15,2.620,0.580,356,1.120,54,30,105,100
0.2,141,13,1079,3,2.39,16,3.76,2.460,1.010,1267,2.070,7,3,103,115
1.7,237,17,508,3,0.36,53,4.71,1.600,0.560,608,0.530,41,17,128,205
1.9,304,17,610,3,0.32,37,3.34,0.890,0.460,332,0.450,52,18,101,124
0.2,661,15,670,3,0.19,43,3.53,0.770,0.240,33,0.340,14,21,139,35
0.2,518,13,586,3,0.27,29,4.67,1.090,0.510,43,0.440,10,22,174,54
0.4,826,14,637,3,0.16,30,5.40,1.230,0.570,290,0.350,11,29,146,63
1.2,1046,10,544,3,0.20,28,5.80,1.720,0.750,324,0.230,12,77,127,54
2.1,622,10,313,3,0.04,41,4.81,0.840,0.460,523,0.100,17,34,148,144
0.3,550,10,461,3,0.03,54,4.51,0.970,0.610,541,0.060,10,30,156,114
0.2,609,26,154,3,0.06,29,5.40,1.020,0.590,1308,0.050,8,30,130,884
0.2,854,23,179,3,0.10,167,5.88,0.530,0.630,1199,0.020,5,26,136,210
3.9,539,56,283,3,0.04,76,4.17,2.200,0.005,32,0.470,1602,187,116,393
28.2,388,175,467,131,0.04,9,1.14,2.760,0.005,12,0.480,3529,994,142,32
6.8,366,142,575,12,0.05,19,2.17,1.710,0.005,39,0.560,1516,220,78,33
4.1,286,233,328,9,0.03,16,2.83,2.430,0.005,42,0.620,1661,169,88,6
43.2,821,715,314,53,0.04,13,3.62,1.900,0.005,22,0.400,2865,683,89,4
21.2,525,278,425,36,0.01,2,1.16,2.850,0.005,14,0.410,1397,495,60,1
60.3,1184,506,270,46,0.04,17,2.43,2.220,0.005,17,0.510,3122,605,48,24
43.1,848,1604,496,66,0.01,9,1.65,1.980,0.005,21,0.360,3212,559,54,20
78.1,3014,2900,1102,68,0.02,20,2.54,0.460,0.005,86,0.230,3651,770,23,3
22.6,478,460,700,91,0.04,10,1.13,2.450,0.005,59,0.400,1252,348,47,2
31.1,319,605,593,43,0.01,6,0.91,0.980,0.005,71,0.310,354,296,23,2
53.3,460,739,1461,57,0.02,23,1.64,0.040,0.005,93,0.210,161,303,13,0
48.0,578,387,716,39,0.01,280,1.98,0.020,0.005,278,0.200,148,139,13,3
